n,p,ak,bk,bs,k0,k1
3,4,0.025316304888107505,0.43680736690890287,0.7093349513124254,0.636386557780078,0.623598008261295
2,5,0.0019020845269069689,0.4400929369084597,0.6892822347347174,0.7143036727914065,0.6460770411495634
3,5,0.012365454987751101,0.4802780407650296,0.741858087652884,0.7919518645999726,0.7782652826473189
3,5,0.013152760960256756,0.23423305500904706,0.879324449947155,0.735815895036952,0.7425989944066291
3,5,0.00407010511561205,0.46986496251983056,0.8922375758458102,0.6155640029863977,0.48881595755072205
2,5,0.0038914261440500465,0.42513715846130934,0.8404781038289676,0.7779700533716161,0.43190581525388844
3,4,0.01019587355400758,0.49965393116277174,0.6694790452947847,0.6739893523782408,0.6867424596116536
3,5,0.008682627005423571,0.28074897976263674,0.8282271824539227,0.4089369518425893,0.3626287379789066
3,4,0.0017635483125874628,0.2573379878690773,0.9588056952757558,0.6922109328920106,0.7536196457963238
4,5,0.0019416145278648139,0.20970333693784293,0.8209125326532272,0.27379182470658814,0.28680461645947686
3,4,0.012643577716803467,0.3112134399076029,0.8024969708622159,0.5587146872909872,0.6407518837615398
2,4,0.001478293812366974,0.2047000304072839,0.9206259458937194,0.7831259089007394,0.7022006858040277
5,5,0.008924299201536832,0.24503241696936057,0.903507701414038,0.3216524774687181,0.31383696260718164
3,3,0.019746813513010376,0.30977889485090204,0.7552758866746672,0.49157439709825196,0.5735445428708088
5,5,0.009781654608494356,0.1278101658423218,0.9072704659059836,0.502236847427204,0.7029906875142549
4,5,0.02142495637891718,0.3692183873389215,0.7908440625625973,0.4091172473923515,0.3654973064840995
3,5,0.008544008207451452,0.4399429079497082,0.765246657397865,0.6399950461708885,0.5956610443651554
2,5,0.001674067996403076,0.3527248533510484,0.6947577583441067,0.396654820076047,0.265311707360413
2,5,0.009756902503333026,0.39706503561446355,0.6443624461967037,0.4710119866261077,0.3183110578039994
4,5,0.009877686840014333,0.14460972731974148,0.7954265128895592,0.38246972566804927,0.6192239644585291
4,5,0.0014975796135238788,0.38813401181924007,0.9278621290116712,0.6569554166300202,0.6958598853164654
4,5,0.016241957028780094,0.49425753502808556,0.8270032307547631,0.7756782017361046,0.740462490140557
4,2,0.013466539512322222,0.23088186796515203,0.9410682333096427,0.5445152669881004,0.7831955839390798
2,3,0.009376597740036182,0.28347452994409533,0.8237075623133563,0.6138871564740637,0.5262577514537505
2,5,0.015836316412437927,0.3124708829199532,0.7190253477877809,0.7177790169222305,0.7344176033608609
2,5,0.010192985425178647,0.3746436415001064,0.7698951318764545,0.6499567124848022,0.5068191797309028
4,4,0.014583451799654128,0.2577853368690365,0.8027301512779603,0.5375244220794513,0.700476158440352
3,5,0.023926987010367915,0.38621684561373565,0.7454869247420577,0.6381884238465292,0.6147523891357152
3,3,0.006808011079008917,0.33307211877060505,0.7999549980013864,0.5825030523846833,0.7409254554290319
4,3,0.012465138795195656,0.23472023578185347,0.8950920738636698,0.5307090194461547,0.6982233054285805
2,2,0.0016776654113206356,0.3622061404364847,0.880603109205961,0.6725632465708422,0.7256090909406514
5,5,0.027609395176891535,0.2890060192416775,0.7810947072074563,0.5177810548094426,0.5846858963658269
4,4,0.027193818394330292,0.3432769876119377,0.7396754386890918,0.4987000712914913,0.5256391554810051
5,5,0.012355810246638507,0.22648465876504842,0.7560828558934736,0.3480953185648382,0.41117007844156583
3,4,0.015047839057921047,0.40103805600784054,0.7250579478077296,0.5686829236649578,0.5993561347700893
3,4,0.002951820910765713,0.3813694476693516,0.6945510887669267,0.3421732123966347,0.2890410332556332
3,4,0.0056430470271618275,0.21041279281365782,0.8019554891108016,0.4896112914966046,0.7436741682503052
4,3,0.016456640064328915,0.2665276897825102,0.8511736472760508,0.49907016400566245,0.6072986853987661
5,4,0.017563900665117507,0.23824103813187364,0.7503693379814416,0.47280735249296746,0.6361742444532545
